date;cutlery;tips;order_price;uid;order_id;cutlery_grouped_uid;tips_grouped_uid;order_grouped_uid
12.01.2022 12:21;3;100;801;830792;75055270;4;65;560
01.01.2022 13:40;6;0;0;485165;43134088;4;50;552
31.01.2022 3:24;2;100;919;620992;52687215;4;67;500
30.01.2022 6:57;3;30;927;928794;16218233;3;83;686
09.01.2022 17:45;4;50;747;100637;16612605;3;35;571
03.01.2022 18:48;4;50;955;262749;19963923;4;81;757
13.01.2022 8:22;2;110;895;691999;74130466;3;68;675
17.01.2022 13:11;3;30;805;275793;27576704;4;45;744
27.01.2022 7:20;1;60;976;688036;42449016;4;77;634
18.01.2022 19:50;5;120;786;553834;67640486;4;68;614
06.01.2022 10:49;3;80;489;215837;88352177;3;50;517
18.01.2022 9:26;2;60;803;110781;98491825;3;52;497
30.01.2022 7:31;1;20;888;531259;74072487;2;40;792
14.01.2022 21:43;1;20;306;328383;40456717;2;50;493
24.01.2022 12:58;6;160;1528;820572;43941198;3;81;618
23.01.2022 1:16;1;70;988;228732;47651054;4;80;725
03.01.2022 16:46;1;50;476;914526;61305600;3;57;452
14.01.2022 23:26;4;80;952;998832;96371854;3;72;653
17.01.2022 10:29;2;50;494;303636;28057901;2;70;630
31.01.2022 10:28;3;20;456;755074;54008905;3;20;456
01.01.2022 14:46;3;90;715;834305;61158084;3;72;520
07.01.2022 15:11;2;120;304;800029;74958813;3;60;315
01.01.2022 1:36;2;40;707;482956;70461774;3;52;503
07.01.2022 0:19;3;60;478;462020;64833270;3;83;553
22.01.2022 1:36;2;70;946;959555;33326120;3;58;764
13.01.2022 6:17;3;120;463;726123;18291801;3;65;657
15.01.2022 20:04;4;40;598;792214;17035718;3;47;500
30.01.2022 11:16;3;120;542;674489;67225814;3;84;656
04.01.2022 5:31;4;40;691;874419;86286309;4;81;574
08.01.2022 14:57;4;130;692;637008;40222311;3;63;605
04.01.2022 13:33;4;60;377;795900;31511550;4;68;762
14.01.2022 13:45;6;140;1118;925846;67858191;4;62;707
04.01.2022 17:41;3;20;780;430265;88951329;3;65;698
12.01.2022 4:11;3;10;272;214396;54880864;3;48;506
11.01.2022 5:28;5;80;484;955938;75351337;3;60;564
25.01.2022 22:47;5;70;623;191396;81726839;4;70;472
06.01.2022 6:22;3;90;695;368048;78476149;3;56;534
06.01.2022 19:19;3;20;531;532334;94126829;4;50;455
13.01.2022 0:22;2;80;995;759169;88474087;3;56;610
26.01.2022 7:03;4;30;569;711181;27799483;4;54;573
02.01.2022 12:41;3;20;701;836246;15745289;4;54;533
27.01.2022 19:26;4;160;1281;196346;28109193;3;79;779
01.01.2022 23:53;5;0;0;771751;15762544;4;67;710
15.01.2022 20:23;3;90;751;267575;59844710;2;68;651
30.01.2022 6:40;4;160;876;209678;83339263;4;84;557
25.01.2022 21:16;5;100;985;797401;76444643;4;52;615
31.01.2022 13:51;3;120;791;833012;30803370;4;67;657
13.01.2022 16:48;3;90;950;815617;33186273;3;70;758
31.01.2022 0:26;2;90;432;830455;28765405;4;54;440
03.01.2022 7:06;4;60;468;774639;40777048;4;40;562
06.01.2022 11:24;2;10;648;256453;74916783;3;77;527
19.01.2022 0:55;4;60;359;950186;78651313;3;68;697
01.01.2022 16:39;3;110;720;285685;69070266;3;81;713
23.01.2022 2:27;5;70;567;815518;94624646;4;80;658
16.01.2022 7:15;4;110;363;311514;34359016;3;84;594
23.01.2022 11:32;2;10;905;593305;39218762;3;46;605
15.01.2022 6:47;4;150;1150;813263;10098520;5;63;504
10.01.2022 6:29;4;30;311;341681;59799987;4;87;657
23.01.2022 6:10;4;10;908;989320;26988516;4;52;535
04.01.2022 16:09;2;110;954;768249;19149450;4;68;615
18.01.2022 18:35;2;30;844;940340;31936668;3;86;771
16.01.2022 11:33;1;10;426;293004;98114493;4;77;482
01.01.2022 13:37;4;0;0;210118;88943485;4;79;668
11.01.2022 9:01;3;10;894;776059;13752993;3;63;678
01.01.2022 11:26;4;0;0;147589;76149095;4;67;572
01.01.2022 5:11;5;0;0;598788;68748448;4;81;522
21.01.2022 6:42;2;20;522;233744;50908948;3;80;763
14.01.2022 7:40;1;20;452;808794;37744709;2;65;703
10.01.2022 12:55;5;90;537;823374;33728806;4;50;560
28.01.2022 18:26;3;90;438;621333;47590943;3;72;601
13.01.2022 4:41;6;170;1173;305444;12710391;4;79;610
13.01.2022 17:09;1;40;925;967407;15754197;2;35;616
16.01.2022 19:41;1;50;659;527735;82330537;3;56;456
20.01.2022 5:16;2;40;444;729643;92645499;3;30;559
03.01.2022 12:34;5;120;837;825953;72794350;3;73;816
27.01.2022 20:52;1;10;355;531610;65134535;1;50;713
26.01.2022 1:40;3;10;524;983310;60635514;4;60;691
02.01.2022 17:11;4;90;772;550654;60587388;3;65;557
19.01.2022 21:06;4;30;819;472117;97145325;3;57;662
08.01.2022 13:40;1;10;775;414510;71687401;2;53;849
13.01.2022 11:41;1;50;852;556184;73434634;3;52;514
07.01.2022 3:41;4;10;642;124635;66319151;4;63;606
10.01.2022 0:39;6;160;822;279444;12911779;3;77;595
21.01.2022 14:35;1;40;675;141056;31677120;4;81;704
03.01.2022 4:34;2;70;929;866866;98071069;4;63;706
13.01.2022 5:04;2;40;750;700882;67912886;2;54;493
01.01.2022 22:56;6;0;0;315031;43792943;3;63;568
19.01.2022 10:57;1;50;375;318446;95121507;2;47;479
26.01.2022 23:09;1;10;387;928031;68442624;2;35;615
13.01.2022 19:13;4;110;826;711645;96375377;4;81;716
25.01.2022 7:17;1;30;708;340538;67479836;3;50;633
29.01.2022 0:15;2;80;340;836717;79747851;2;50;538
12.01.2022 10:01;4;40;818;562167;39729896;3;30;668
20.01.2022 6:31;5;120;558;272544;74841862;3;54;571
12.01.2022 5:41;2;60;756;851665;73646144;3;54;594
01.01.2022 2:49;4;0;0;794690;80595785;3;70;696
01.01.2022 9:58;6;0;0;803410;62872562;4;48;562
26.01.2022 5:40;1;50;546;819447;50338846;2;57;534
01.01.2022 2:38;6;0;0;566394;76723562;3;72;434
21.01.2022 17:24;4;60;347;814509;37785211;4;73;624
08.01.2022 17:58;2;20;292;416251;16873151;2;20;292
23.01.2022 19:36;1;10;592;257237;57376990;2;47;706
07.01.2022 11:48;5;130;479;524315;12527746;4;65;669
01.01.2022 2:52;1;40;378;250620;10107221;3;25;519
06.01.2022 19:17;5;70;417;824631;55083512;4;52;487
31.01.2022 18:23;4;80;786;475112;87120122;4;79;666
01.01.2022 15:44;4;0;0;870655;87552106;3;67;573
25.01.2022 0:37;2;20;608;833888;96951324;2;20;608
04.01.2022 4:36;2;70;379;793533;89719888;3;79;571
31.01.2022 23:58;4;130;522;548711;77560948;4;65;503
12.01.2022 13:26;5;100;306;424161;33991785;4;80;686
01.01.2022 3:06;6;0;0;963336;24877163;3;56;493
18.01.2022 8:49;5;170;1218;908227;94043630;3;83;769
10.01.2022 7:20;1;30;308;401983;41903925;4;87;656
01.01.2022 0:36;6;0;0;196611;30682579;4;72;558
08.01.2022 17:50;3;80;798;578764;94024459;3;67;539
26.01.2022 5:18;3;90;754;908210;60950272;2;60;609
04.01.2022 8:53;2;50;331;618590;62677119;3;81;697
12.01.2022 0:23;2;90;907;465345;94311574;3;63;710
14.01.2022 1:30;2;50;692;525177;59677045;3;80;811
16.01.2022 11:21;3;80;867;348860;49219866;4;70;683
06.01.2022 19:54;1;10;724;352478;31492696;3;63;576
01.01.2022 14:55;4;50;519;157543;96197228;3;53;756
22.01.2022 10:24;4;90;373;221161;45104487;3;73;708
09.01.2022 16:30;4;90;951;505238;66441479;5;54;654
17.01.2022 18:12;3;10;689;399110;56960160;3;10;689
27.01.2022 4:35;2;50;481;945779;25440328;3;73;568
01.01.2022 21:05;3;90;936;633440;16442835;3;53;748
27.01.2022 23:10;1;30;308;133793;11583278;2;52;530
14.01.2022 3:47;1;20;660;566240;55196553;3;47;744
01.01.2022 22:36;4;0;0;514440;56620811;2;52;364
05.01.2022 4:07;3;60;524;727936;55397228;3;63;597
01.01.2022 8:53;6;0;0;252047;70213473;4;79;663
02.01.2022 20:16;2;80;824;518831;98432987;3;48;521
19.01.2022 6:25;3;160;1636;302108;98747831;4;76;669
15.01.2022 6:46;1;30;729;441450;38711894;2;47;641
08.01.2022 17:46;5;90;561;210389;15174829;3;57;447
10.01.2022 12:19;3;40;456;374110;64844554;4;52;427
31.01.2022 17:19;2;100;814;690428;56132141;3;52;627
18.01.2022 16:00;1;70;333;866123;71530028;3;53;409
01.01.2022 9:08;4;0;0;391687;74554745;2;65;539
24.01.2022 0:50;2;20;341;923743;42848441;2;20;341
06.01.2022 10:32;1;10;468;168319;14191776;3;84;765
01.01.2022 15:12;2;40;727;237754;55470434;3;60;730
08.01.2022 20:57;3;50;350;654247;51787356;3;47;389
01.01.2022 14:19;5;0;0;106650;20467449;4;50;483
07.01.2022 7:12;3;40;472;394593;67478754;3;52;372
27.01.2022 2:56;4;30;878;993559;12886635;3;53;727
04.01.2022 23:00;2;10;877;365666;48706517;3;40;742
25.01.2022 3:41;4;60;435;483939;13631120;3;53;655
01.01.2022 9:14;4;0;0;997120;39430173;3;50;548
17.01.2022 17:38;6;150;462;167534;68634257;4;80;624
19.01.2022 3:00;2;120;567;257167;29244647;3;65;715
18.01.2022 13:20;3;10;746;250352;25142653;4;65;608
31.01.2022 20:37;4;20;656;312072;96986261;4;50;599
29.01.2022 9:50;1;50;466;535740;30694777;2;57;762
03.01.2022 8:56;4;20;705;907948;58573920;3;58;524
22.01.2022 4:00;6;130;1029;620246;77826099;4;63;723
25.01.2022 3:54;3;110;362;306311;74269058;3;68;580
01.01.2022 5:08;4;0;0;854245;44147764;3;50;508
15.01.2022 21:44;6;130;472;201008;82997228;4;63;604
16.01.2022 10:16;5;170;1830;225582;38133383;4;83;623
23.01.2022 2:08;2;90;828;105896;25572921;3;53;713
14.01.2022 8:48;3;40;554;107472;32873456;3;60;596
18.01.2022 21:53;3;60;503;504755;78089119;3;68;468
05.01.2022 9:50;2;30;900;499064;16070334;2;54;696
29.01.2022 21:19;2;10;820;575023;15753284;3;30;668
24.01.2022 0:35;3;80;547;767038;71517392;2;47;682
23.01.2022 23:51;6;130;670;285116;40088027;4;63;449
06.01.2022 9:25;5;80;989;572633;69743255;3;52;465
31.01.2022 15:20;4;110;358;275367;36550606;4;65;554
03.01.2022 13:38;3;10;895;108744;57289756;3;70;772
18.01.2022 11:21;3;30;800;189156;39874589;2;63;779
07.01.2022 14:12;3;60;647;422615;50615739;4;84;710
13.01.2022 5:07;1;60;605;359588;28581856;3;54;437
13.01.2022 20:23;4;50;538;965121;23983299;3;35;529
02.01.2022 17:25;3;20;451;455698;38025932;2;40;433
24.01.2022 9:05;3;50;346;348761;67797976;3;63;489
26.01.2022 8:48;2;40;516;866105;22479333;2;25;426
07.01.2022 8:18;6;150;404;669454;69139328;4;68;521
23.01.2022 6:51;3;90;432;494805;61968178;3;52;504
08.01.2022 4:57;1;30;912;253328;77839877;3;53;892
19.01.2022 5:01;3;80;403;764715;19940190;4;80;634
01.01.2022 19:15;6;0;0;669707;84515752;4;83;622
12.01.2022 9:03;1;40;672;622571;99367475;4;83;624
31.01.2022 14:49;4;60;492;818963;45742904;4;53;584
23.01.2022 10:30;3;110;509;957128;55019787;2;68;650
20.01.2022 11:18;4;100;679;506731;42984546;3;60;617
04.01.2022 23:44;3;110;796;200603;58737784;3;46;567
16.01.2022 4:45;3;20;919;858240;59748261;3;50;776
24.01.2022 13:10;2;20;460;491461;25620453;3;54;416
24.01.2022 14:13;4;20;452;274864;34997162;4;65;546
11.01.2022 17:38;4;100;778;178746;97087367;4;76;539
04.01.2022 16:02;1;70;890;419756;82771747;4;65;586
29.01.2022 12:39;2;10;873;238877;11860145;4;55;814
05.01.2022 6:03;1;80;636;466764;11237660;4;86;628
16.01.2022 16:59;3;30;811;125609;89393779;3;35;570
09.01.2022 4:47;4;120;317;887772;58746159;4;76;634
11.01.2022 10:29;6;140;1018;789928;50104633;4;68;524
12.01.2022 21:20;4;20;822;430951;84464613;4;20;822
01.01.2022 23:28;4;0;0;593234;39456410;5;68;515
24.01.2022 15:48;3;20;645;830802;68771536;3;81;688
05.01.2022 21:28;3;30;482;964662;72300798;3;67;537
29.01.2022 0:50;4;130;770;844332;15071051;4;83;641
17.01.2022 11:59;2;20;659;582636;59815892;3;81;688
19.01.2022 7:31;1;30;351;767073;43303253;3;79;539
22.01.2022 1:11;1;40;555;456458;57979267;1;50;637
26.01.2022 13:17;4;80;698;607983;68480754;3;79;682
18.01.2022 1:24;2;60;540;270818;13234549;2;35;721
11.01.2022 23:31;4;90;463;799001;48874505;3;53;699
22.01.2022 8:32;1;40;537;550824;44652841;3;81;566
07.01.2022 18:30;1;60;834;256497;50351165;3;86;824
15.01.2022 0:12;2;20;804;782763;31354930;3;50;589
01.01.2022 19:35;5;0;0;279206;54796597;4;67;564
21.01.2022 20:45;1;80;810;523735;85853561;3;60;669
19.01.2022 2:25;3;120;316;539621;57630574;4;54;409
04.01.2022 3:12;2;30;643;868322;10876336;3;50;715
01.01.2022 6:13;4;0;0;316405;54067598;4;56;570
23.01.2022 17:55;3;110;517;169512;92687078;3;48;395
29.01.2022 2:26;4;20;415;501115;77850486;4;67;629
21.01.2022 10:32;4;10;766;810649;65228664;3;50;861
08.01.2022 12:25;1;90;742;182523;72780829;3;81;743
17.01.2022 16:44;2;60;542;560384;73496436;3;65;435
31.01.2022 0:02;2;40;757;657128;34306019;2;35;838
04.01.2022 9:52;3;80;388;866649;65613857;2;53;460
28.01.2022 4:08;3;50;765;240756;76901443;4;73;613
23.01.2022 10:18;1;30;905;500691;29717362;3;52;687
28.01.2022 23:37;2;40;857;206729;62873817;3;60;642
29.01.2022 18:05;1;20;292;559999;14790154;3;76;569
01.01.2022 16:34;6;0;0;349451;76772243;3;63;665
26.01.2022 11:04;4;30;687;375007;87773452;4;30;687
16.01.2022 8:30;2;110;1013;833644;10609950;3;54;572
02.01.2022 15:10;5;120;672;387647;45365643;5;54;451
06.01.2022 15:27;5;160;598;937708;74064213;4;80;634
19.01.2022 20:52;3;70;929;243260;21344008;3;72;663
15.01.2022 5:40;2;60;693;394896;27533266;2;60;649
03.01.2022 22:12;5;70;1044;613376;84043454;4;58;819
27.01.2022 12:08;1;40;731;748548;94085182;2;50;767
05.01.2022 8:07;5;80;585;505296;75732202;4;52;416
01.01.2022 3:12;4;0;0;601111;47947365;3;52;478
12.01.2022 20:20;4;160;961;729418;13551154;3;76;706
27.01.2022 2:49;3;80;401;107355;55021942;4;54;579
28.01.2022 20:23;1;20;903;145487;34893904;1;20;903
01.01.2022 18:33;4;0;0;286873;64691281;3;52;556
23.01.2022 16:08;2;90;1035;257285;67980437;4;52;659
10.01.2022 7:00;4;90;581;676726;93117878;3;57;636
03.01.2022 10:27;2;10;451;408685;57676056;2;43;449
15.01.2022 11:49;4;80;660;461704;86158216;3;56;374
23.01.2022 21:42;2;30;719;570082;93184749;3;67;656
17.01.2022 16:22;4;50;363;952328;40662908;3;40;413
31.01.2022 7:40;4;110;566;325873;54341223;3;67;616
12.01.2022 0:26;1;50;944;558390;28083716;3;57;723
25.01.2022 9:43;4;170;929;402690;10449104;3;87;582
28.01.2022 1:31;3;90;760;334196;76901986;3;53;605
10.01.2022 9:33;4;50;406;431910;20504852;3;60;546
17.01.2022 2:42;3;80;745;397297;88139320;4;80;642
24.01.2022 5:09;2;40;358;886390;94658121;3;60;517
15.01.2022 1:22;3;10;280;118953;51066150;3;35;444
29.01.2022 6:36;3;60;496;975752;43477299;3;53;450
01.01.2022 15:28;5;0;0;171276;61575823;3;56;572
27.01.2022 19:58;4;40;580;615410;45902745;4;60;790
01.01.2022 15:51;6;0;0;610801;26180505;4;67;504
24.01.2022 10:28;4;80;712;915905;40002696;2;53;661
26.01.2022 4:09;4;50;680;454790;11796877;4;68;610
22.01.2022 5:41;1;80;885;533419;55541055;1;53;600
19.01.2022 23:42;2;60;924;288276;73713045;2;47;635
10.01.2022 9:39;4;30;571;638570;31922973;3;40;579
01.01.2022 23:23;4;10;485;402581;16314573;4;68;451
20.01.2022 9:48;2;20;941;750904;39332312;2;20;941
24.01.2022 16:34;5;100;502;345130;77706787;4;62;604
18.01.2022 19:43;3;130;806;838127;41740622;3;77;609
14.01.2022 9:43;3;80;664;451791;42339021;4;65;604
12.01.2022 16:27;3;30;878;127609;84404174;3;30;878
01.01.2022 2:47;6;0;0;896636;41232385;3;54;538
02.01.2022 6:34;4;50;925;775679;78204378;3;79;709
01.01.2022 16:33;4;0;0;882803;92656899;3;65;466
01.01.2022 1:09;5;0;0;947763;80773889;4;72;581
03.01.2022 20:37;5;80;574;460246;45248813;3;70;658
25.01.2022 23:41;3;140;808;211925;19684731;3;80;760
20.01.2022 12:20;2;20;851;550556;85937008;4;67;625
01.01.2022 6:45;4;0;0;754806;39179385;3;62;554
01.01.2022 5:21;6;0;0;229615;26910847;4;68;423
24.01.2022 14:56;1;50;635;781017;31286861;2;60;631
14.01.2022 10:26;3;90;754;125421;67167310;4;80;701
29.01.2022 2:33;3;30;707;880667;38617794;3;70;507
12.01.2022 17:02;2;40;536;367079;89968286;2;30;544
06.01.2022 18:22;4;90;606;423918;81725516;4;70;573
24.01.2022 10:19;4;70;1022;260652;92430299;4;60;896
15.01.2022 22:01;2;30;560;776464;25108400;2;35;614
11.01.2022 17:42;3;20;341;892831;48672748;2;53;498
04.01.2022 7:04;4;40;601;437624;54699872;4;35;676
11.01.2022 4:31;4;30;635;501247;30082433;4;72;660
30.01.2022 5:09;2;50;348;415220;37925217;2;68;418
27.01.2022 13:12;4;140;534;105283;66902538;3;77;776
09.01.2022 12:48;5;80;540;665499;71740843;4;67;529
16.01.2022 3:55;2;30;632;709176;52472154;3;53;647
02.01.2022 10:16;2;40;587;867658;54867163;4;67;569
31.01.2022 14:27;3;150;932;288901;44449598;4;80;662
20.01.2022 17:27;2;100;577;682484;13512595;4;63;543
19.01.2022 17:38;6;140;424;540487;87039706;4;75;596
30.01.2022 7:55;6;150;835;487683;49736518;4;73;601
01.01.2022 1:21;3;110;379;802816;81108440;3;52;556
07.01.2022 18:24;2;40;526;518474;91644866;3;50;636
09.01.2022 19:40;4;50;364;750722;67405298;4;67;505
02.01.2022 0:20;1;30;451;598863;97812533;2;65;479
14.01.2022 21:48;4;60;545;634137;71114674;4;70;583
01.01.2022 3:09;4;150;625;936369;40399437;4;83;771
28.01.2022 5:49;5;70;547;242949;79497047;3;53;735
13.01.2022 16:31;6;170;1434;278606;79330132;4;83;588
23.01.2022 7:52;5;70;385;442782;57930015;3;43;459
18.01.2022 13:39;4;100;1007;496017;17896238;3;44;562
11.01.2022 4:14;2;10;528;805167;46221679;3;25;536
29.01.2022 15:57;6;130;972;272399;10916143;4;79;664
07.01.2022 20:49;4;40;802;233272;81363340;3;40;715
14.01.2022 12:59;5;80;384;863010;63853574;4;57;500
24.01.2022 21:38;2;30;845;875057;80548635;3;35;736
15.01.2022 23:39;4;30;550;161759;60959319;4;84;688
15.01.2022 10:26;1;90;342;130680;86799026;2;53;467
13.01.2022 1:17;4;40;383;995550;33244199;3;84;469
15.01.2022 12:10;4;10;715;682334;37799492;4;10;715
06.01.2022 8:15;2;50;934;216547;12617015;3;50;715
22.01.2022 7:04;4;60;796;948352;84196455;3;40;823
01.01.2022 14:22;6;0;0;590712;73888951;4;77;711
07.01.2022 5:37;3;20;761;676668;49234713;3;68;645
01.01.2022 18:47;4;0;0;377635;90514741;4;70;537
17.01.2022 11:01;2;120;501;335415;17550316;4;54;557
02.01.2022 9:24;3;60;556;669193;16998648;3;68;594
03.01.2022 11:01;4;170;820;371778;90682654;4;81;531
14.01.2022 10:08;2;40;666;311894;59711346;3;63;568
11.01.2022 14:32;2;70;893;650776;75607249;3;60;699
15.01.2022 5:26;4;50;958;817442;40180633;4;54;657
21.01.2022 11:13;1;40;614;417368;47906333;3;77;590
01.01.2022 13:38;4;0;0;849920;50889165;3;67;707
27.01.2022 20:07;2;80;651;581997;98278698;4;84;654
19.01.2022 23:39;4;60;913;852477;13494496;3;56;501
24.01.2022 16:19;5;110;893;120309;63756938;3;84;820
24.01.2022 17:18;2;20;747;551761;12974771;3;70;635
13.01.2022 18:15;3;20;739;462148;23497055;4;48;437
27.01.2022 23:06;3;60;652;273770;32509276;4;70;636
14.01.2022 21:52;3;10;711;107130;10564056;4;79;452
03.01.2022 19:11;3;100;1018;734473;46850484;4;65;716
02.01.2022 19:24;2;20;894;591626;84940413;3;62;623
16.01.2022 2:52;1;90;907;821681;25935817;3;52;536
27.01.2022 10:31;2;30;879;441354;28584657;4;54;707
17.01.2022 8:32;2;10;377;353664;41492636;1;47;571
09.01.2022 4:55;5;120;769;587687;29507052;2;63;732
01.01.2022 12:27;6;0;0;200174;58421974;3;70;509
10.01.2022 5:42;2;70;923;461033;62870711;3;50;711
04.01.2022 23:09;3;20;629;478293;32692106;3;63;514
05.01.2022 6:53;1;10;534;112384;90145397;2;47;625
01.01.2022 6:28;5;0;0;602925;13037480;3;79;648
25.01.2022 9:42;3;50;944;687920;10407217;3;52;554
12.01.2022 0:16;1;60;377;334937;97753055;2;60;473
16.01.2022 15:52;1;10;412;444656;29224589;2;30;581
02.01.2022 12:00;2;60;336;853350;50711990;3;52;481
08.01.2022 0:53;4;60;355;868186;20678378;3;53;691
09.01.2022 21:42;4;10;728;970099;68426954;3;68;534
01.01.2022 0:33;4;0;0;501496;84706971;3;52;652
29.01.2022 15:23;4;20;280;549763;94857357;3;60;533
02.01.2022 8:07;3;80;996;818676;78810903;4;68;603
02.01.2022 8:53;2;40;916;323788;32753080;3;50;603
20.01.2022 7:25;3;40;782;333086;95225754;3;65;839
20.01.2022 18:12;2;60;856;965495;68532950;4;70;524
15.01.2022 17:18;2;60;877;597010;22456235;3;65;795
03.01.2022 6:35;4;10;510;537188;99908670;4;10;510
06.01.2022 4:17;3;110;790;173270;56131237;3;68;494
22.01.2022 14:10;5;160;1125;206553;57940779;4;80;657
01.01.2022 2:32;1;50;969;993373;62328963;2;40;641
01.01.2022 9:51;6;0;0;234468;75380138;4;83;511
01.01.2022 5:33;6;0;0;619090;88315938;4;56;437
11.01.2022 11:47;6;130;764;648665;60002073;3;65;694
31.01.2022 17:55;2;50;903;140602;22468751;4;65;580
09.01.2022 20:08;1;10;562;946917;52683427;3;76;640
04.01.2022 14:59;3;100;591;719452;92823939;3;63;577
06.01.2022 11:27;3;10;480;391702;45460830;3;10;480
04.01.2022 18:30;3;60;910;786495;21179573;4;40;627
21.01.2022 12:29;4;110;778;594983;60535125;3;68;800
01.01.2022 13:00;4;0;0;876032;26336057;3;67;470
23.01.2022 1:09;4;20;595;254830;42158746;4;70;521
11.01.2022 6:12;4;40;522;110081;18232287;4;67;459
08.01.2022 3:46;1;80;700;448700;38901714;2;53;666
01.01.2022 10:24;4;0;0;380169;16985962;4;65;565
24.01.2022 7:42;4;20;933;633808;90410856;4;65;587
01.01.2022 15:05;4;0;0;635565;37332189;3;56;511
22.01.2022 20:22;2;110;712;590405;37144958;2;68;568
09.01.2022 0:11;4;160;1607;782840;90165380;4;80;670
05.01.2022 14:15;4;20;484;392150;10991519;4;20;484
15.01.2022 16:47;2;20;737;773253;24094547;4;80;531
25.01.2022 6:25;6;150;991;648610;26935377;4;72;658
07.01.2022 13:52;1;50;844;605722;56026445;3;56;628
17.01.2022 22:46;1;70;625;760808;35629614;3;50;525
31.01.2022 19:47;4;20;847;518044;43102131;3;58;624
20.01.2022 13:58;2;10;399;790456;48454500;2;10;399
12.01.2022 2:05;3;40;880;658895;86981242;3;81;672
12.01.2022 23:47;3;80;628;777225;97261763;3;56;394
17.01.2022 2:09;5;90;699;865658;79781955;4;53;651
25.01.2022 1:02;2;100;433;844717;57837241;3;48;499
19.01.2022 20:35;1;30;863;663535;43303289;1;30;863
04.01.2022 8:17;4;150;476;255861;87785343;4;70;366
02.01.2022 4:49;3;50;544;960474;77676465;4;63;553
26.01.2022 0:29;2;110;913;770626;43976507;3;65;679
25.01.2022 3:52;4;120;678;570417;10183911;4;58;447
09.01.2022 9:22;2;60;371;770225;48086502;3;54;573
30.01.2022 10:07;1;30;788;492983;49590555;3;50;673
04.01.2022 21:09;2;50;842;290987;50422770;2;47;856
02.01.2022 11:22;4;110;950;744244;90442990;3;63;553
18.01.2022 1:01;1;10;756;306331;85138351;3;65;732
11.01.2022 14:53;1;30;732;959095;92366590;1;30;732
31.01.2022 16:00;4;60;685;525956;24387711;2;68;598
01.01.2022 4:17;6;0;0;293141;65713785;4;50;644
16.01.2022 2:28;4;10;797;596198;22793601;4;79;744
02.01.2022 8:27;2;20;337;105047;26292915;3;54;446
05.01.2022 13:21;1;20;571;843942;65345548;2;47;679
18.01.2022 14:25;3;40;663;239943;77814465;4;63;562
31.01.2022 9:41;4;50;389;611191;14863519;4;63;577
04.01.2022 0:07;1;40;893;337348;64265348;1;40;771
13.01.2022 10:58;2;120;1024;524879;70802503;4;67;604
06.01.2022 21:59;1;60;964;338535;71539769;3;47;676
18.01.2022 23:58;2;90;920;916190;77647215;2;53;689
09.01.2022 21:18;4;20;597;145448;73750900;4;84;650
29.01.2022 16:26;1;10;404;862296;43883029;3;65;447
26.01.2022 13:11;4;100;911;896028;32464795;2;65;559
08.01.2022 10:18;1;20;797;400749;88710974;3;52;569
15.01.2022 3:05;3;10;460;630545;24074161;3;25;459
12.01.2022 2:10;2;60;931;534285;81204832;2;65;536
30.01.2022 12:57;3;10;688;449928;27503669;4;25;580
25.01.2022 2:30;1;60;856;842934;63878485;4;86;582
23.01.2022 1:02;3;100;980;225146;31642363;3;48;687
30.01.2022 22:45;2;40;414;270309;74318158;3;54;567
23.01.2022 14:48;4;90;599;330527;12558577;4;53;781
30.01.2022 12:46;5;120;351;661003;99152836;3;70;606
13.01.2022 23:53;3;60;410;458441;95836741;4;67;525
03.01.2022 0:47;5;130;1136;681930;72238165;3;81;662
03.01.2022 19:01;3;100;977;983239;59937017;4;65;707
30.01.2022 19:20;2;30;512;670518;21762269;3;68;625
05.01.2022 21:04;2;10;900;193210;30187931;2;63;687
15.01.2022 3:07;2;30;816;242036;97318297;3;35;886
10.01.2022 23:33;4;130;1040;207447;25034045;4;84;541
04.01.2022 9:55;2;70;834;198671;75310152;3;62;588
11.01.2022 12:52;2;100;680;157451;59690516;2;48;479
25.01.2022 14:09;2;50;548;694754;24211858;3;50;482
28.01.2022 21:13;2;50;554;260432;36050115;3;54;452
03.01.2022 13:23;4;30;801;468023;96819561;3;45;616
27.01.2022 9:19;5;100;822;995091;90766588;4;62;686
01.01.2022 21:50;4;0;0;159887;12802549;4;48;460
01.01.2022 19:18;5;120;511;345160;64445560;4;70;640
12.01.2022 4:11;5;90;354;783822;78966180;3;50;451
01.01.2022 8:30;6;0;0;308626;63509532;4;72;605
30.01.2022 18:53;3;30;322;329864;93966480;4;86;658
19.01.2022 3:24;6;130;946;811568;59492666;4;74;642
05.01.2022 17:43;1;70;345;892553;76994399;3;43;586
31.01.2022 0:44;2;20;808;354812;51127149;2;20;808
22.01.2022 1:53;5;70;964;936530;79211326;3;43;817
06.01.2022 11:32;3;120;265;483619;95804132;3;56;478
01.01.2022 17:18;4;10;668;306866;21457845;3;65;799
30.01.2022 11:35;4;170;1494;617158;76100321;4;79;676
15.01.2022 1:04;1;20;877;770767;34206630;1;20;877
21.01.2022 4:28;5;120;768;244265;85170406;3;68;754
24.01.2022 8:19;2;80;572;946431;31055083;2;50;533
17.01.2022 19:59;2;10;344;532298;43147163;3;77;471
29.01.2022 19:13;5;70;660;344623;93316505;4;81;762
26.01.2022 16:55;3;110;925;500387;46681229;2;65;737
22.01.2022 18:52;4;80;557;596395;92992554;4;83;676
08.01.2022 7:20;5;70;815;125823;50465230;3;40;740
