uid;cutlery_grouped_uid;tips_grouped_uid;order_grouped_uid
983239;4;65;707
670518;3;68;625
193210;2;63;687
242036;3;35;886
207447;4;84;541
198671;3;62;588
157451;2;48;479
694754;3;50;482
260432;3;54;452
468023;3;45;616
995091;4;62;686
159887;4;48;460
345160;4;70;640
783822;3;50;451
308626;4;72;605
329864;4;86;658
811568;4;74;642
892553;3;43;586
354812;2;20;808
936530;3;43;817
483619;3;56;478
306866;3;65;799
617158;4;79;676
770767;1;20;877
244265;3;68;754
946431;2;50;533
532298;3;77;471
344623;4;81;762
500387;2;65;737
596395;4;83;676
125823;3;40;740
797546;3;83;772
887834;3;52;650
799900;4;60;641
825246;4;84;673
920784;3;81;624
665751;3;86;592
197625;2;65;627
742858;4;68;621
254579;3;73;721
164866;3;80;600
847346;4;80;800
940574;2;53;731
512498;4;57;669
567246;3;54;564
532669;2;30;779
730343;4;74;676
922855;3;52;502
804886;3;65;526
145517;4;50;567
505033;4;10;886
181349;2;20;818
348569;3;30;787
425764;2;56;641
281716;3;80;678
253370;3;65;530
867241;2;30;926
461235;3;65;637
421807;4;63;736
112766;3;83;615
695994;5;60;617
541060;4;80;564
665692;2;40;780
851515;3;73;621
944839;4;76;519
150837;3;30;631
754230;2;40;566
465333;3;50;543
652213;2;43;560
856192;4;79;823
437663;3;48;369
255652;2;35;703
481231;2;53;524
312854;3;50;637
160204;3;65;555
561285;3;40;650
377180;3;58;515
722578;3;80;691
748256;3;47;447
334605;3;68;609
442090;3;84;726
107158;3;81;467
858825;4;53;424
546554;3;68;637
888385;3;65;658
708507;4;50;611
606914;4;65;429
402548;3;70;751
246526;4;81;611
290765;3;65;438
456638;4;81;713
300222;4;83;668
536745;4;73;479
112305;3;48;604
295299;4;76;806
813212;3;47;733
859575;2;47;637
584543;3;47;531
947264;4;35;587
180496;2;53;509
408807;3;53;803
821490;3;50;741
421909;4;65;469
904843;3;56;569
663165;3;53;602
291450;3;68;397
516976;3;83;748
671161;2;47;722
108735;4;70;539
914498;3;48;460
683823;3;79;734
374590;2;53;507
240800;4;72;419
491094;2;56;384
390237;4;52;555
609546;4;70;520
257228;2;50;578
827929;4;30;739
136276;4;54;454
797885;3;58;650
353335;3;84;778
192769;5;68;400
629010;4;70;545
242703;2;70;797
829513;4;63;529
570420;3;65;656
526061;2;35;456
238466;2;40;837
789907;3;50;488
536705;3;30;622
776851;3;53;738
742837;3;50;526
169099;3;84;521
932037;4;84;560
786451;3;80;633
976124;3;55;832
367077;1;45;636
950518;4;77;615
311418;4;81;589
625390;3;35;649
766979;4;70;519
751427;4;40;662
465776;3;40;428
613371;3;80;651
399470;4;63;606
769883;3;48;362
192662;3;80;713
286394;3;72;373
536180;4;54;458
789969;3;84;594
307816;3;60;630
780089;4;58;525
552015;4;60;555
552304;4;83;566
133099;3;79;693
805713;4;86;677
881073;3;54;462
256360;4;67;675
208781;4;25;735
218195;3;44;459
357937;4;35;321
937792;4;48;451
829026;4;63;587
277808;2;40;753
465223;4;68;660
625267;1;35;661
381828;4;77;669
213544;4;83;632
617795;3;68;696
798687;4;53;602
723711;4;83;619
893122;4;79;632
949204;3;47;580
594685;4;76;529
919827;2;47;546
869441;1;47;790
438684;4;70;501
115156;4;72;497
406703;4;73;565
810882;3;46;598
557283;2;35;466
778697;4;83;667
822713;3;81;697
573016;4;65;638
269607;3;79;453
355534;4;84;752
144761;3;65;760
352404;3;68;448
814355;4;67;616
976542;3;63;578
192900;4;81;636
373979;4;84;652
114043;4;83;615
829348;4;77;743
740875;1;50;570
293650;3;70;584
592764;3;75;517
877178;3;48;473
155551;4;80;552
351518;4;63;530
574043;3;35;673
714954;4;68;566
136504;4;65;787
993360;2;47;621
923442;4;79;665
186677;2;60;684
295785;3;52;524
210779;2;45;663
274151;3;70;599
867988;4;77;587
308537;3;25;658
551794;3;53;825
911780;3;65;539
930330;4;25;757
718769;4;79;739
970027;2;50;773
870273;2;35;448
943378;1;35;679
884026;3;35;682
554063;4;70;549
731760;4;83;742
863641;3;50;515
325778;3;30;574
490081;3;86;749
875744;4;77;653
970690;4;83;478
476733;4;54;677
755000;3;45;844
985196;3;50;714
241474;2;63;401
517040;3;70;611
577666;3;65;583
630809;3;80;700
314801;3;68;805
672795;4;47;669
115828;4;77;530
749145;3;67;654
588093;3;50;524
681585;4;67;406
398636;3;70;583
388337;3;83;660
718484;2;47;814
367807;2;68;700
598053;4;83;643
179188;4;52;488
964266;4;52;664
306639;4;67;608
914791;3;68;558
707843;2;25;769
890235;2;60;793
874437;3;53;722
428590;3;48;617
602114;3;73;744
492489;3;53;439
230035;2;53;542
814952;3;67;473
601637;4;65;575
542883;2;35;824
396316;3;81;712
545159;3;80;651
588976;3;56;458
834531;4;48;560
979772;4;35;466
884353;1;50;608
177512;3;60;589
106356;3;62;584
807052;3;40;531
543210;4;52;476
917584;4;68;771
801798;4;67;536
277708;2;53;466
817660;2;65;525
533574;2;47;686
571374;4;46;506
899463;2;68;561
641768;3;52;599
836170;3;47;522
161760;3;70;577
362558;4;53;489
710541;4;63;585
385112;3;73;627
669981;3;54;517
717985;3;70;534
310082;2;63;741
893644;3;50;476
844859;4;63;565
174634;3;81;577
190764;3;63;682
385225;4;81;705
400838;3;53;767
754652;4;52;450
213820;4;70;558
973594;5;67;595
635162;2;70;676
440708;3;54;482
926091;4;80;726
295743;2;40;695
582684;3;40;606
765808;4;53;658
927739;2;50;620
521925;3;65;772
960324;4;89;737
707429;3;58;657
658688;3;46;315
423698;4;84;506
763948;3;47;691
250243;2;40;556
825727;3;50;635
903038;4;53;463
372080;3;50;755
674377;3;86;766
829224;4;76;595
697984;2;30;764
211102;3;84;611
910789;4;65;569
355715;2;47;661
295300;4;65;503
668732;3;63;674
978615;3;48;551
366709;4;63;702
620751;4;81;544
838686;3;58;487
620299;3;65;853
702500;3;81;527
998953;4;50;652
736087;4;60;622
672945;4;80;554
456369;3;54;441
787801;4;79;616
554557;3;47;358
425911;3;68;509
280540;4;45;485
772065;4;65;563
713280;3;60;508
189682;3;48;497
435612;3;57;523
489705;4;68;688
531160;3;20;759
848787;3;70;571
375405;4;60;472
907795;3;65;615
966906;2;53;665
180038;4;50;545
953874;2;65;689
940537;2;35;694
104107;3;62;619
388246;3;35;457
671647;4;48;482
660176;2;50;600
636991;4;52;497
633327;3;68;486
231289;3;48;679
207755;1;20;871
716731;4;84;720
689186;3;54;634
140235;4;50;799
570832;2;63;666
833662;3;53;737
903387;3;52;670
540939;4;80;545
248568;4;70;717
663405;3;60;518
553865;3;30;505
591742;3;83;690
857048;1;30;662
600063;3;84;747
227497;3;80;653
644295;4;70;495
399533;4;54;642
154295;2;50;631
720016;2;47;428
861745;2;20;822
181045;2;43;596
514113;3;52;472
439431;1;30;464
722034;4;65;422
517168;3;63;782
142642;4;79;666
902287;4;77;542
262468;3;50;492
457805;3;35;347
569413;3;53;816
152282;3;43;726
260478;3;62;482
847247;3;81;656
434571;4;65;527
749414;4;67;497
986403;2;47;902
159031;5;65;679
378539;4;67;512
120438;4;80;555
185872;3;46;555
754932;3;58;505
786215;3;25;563
578924;4;84;794
411822;2;65;714
264805;3;56;410
852709;3;50;654
195783;2;43;568
430284;4;68;606
870495;4;56;555
659038;4;70;587
414113;4;54;645
634899;4;80;473
852502;3;79;603
300317;3;80;671
383930;3;54;553
685790;4;83;752
968078;2;47;576
548012;3;76;709
753634;3;65;604
298541;4;30;550
228861;4;77;683
196697;4;80;620
252706;4;70;621
565089;2;35;593
775033;2;63;629
741037;3;47;529
311932;2;56;576
603807;3;70;599
947311;3;65;459
370880;4;83;619
193343;4;65;510
634142;3;58;639
628473;3;55;662
518078;3;63;583
391905;4;54;597
676640;3;67;497
287026;3;52;405
812555;3;76;660
834455;3;50;670
872870;4;79;768
803294;2;60;570
630733;4;44;493
928356;3;70;505
754080;4;63;467
468126;3;50;761
401551;3;79;619
752435;3;56;616
710105;3;47;493
448873;3;60;450
774555;3;73;608
944857;3;43;683
362202;3;50;603
547455;3;79;763
855373;1;30;396
661903;3;62;569
664634;3;68;712
599949;3;70;474
651912;3;50;661
278843;4;62;523
476006;3;68;734
540867;4;80;589
353014;1;10;416
325977;3;70;665
559363;3;73;462
261213;4;50;623
371226;3;63;588
139318;3;56;548
758790;1;10;701
686620;3;53;670
635754;2;40;865
820488;3;56;361
464383;3;43;743
830402;3;63;667
729018;4;48;523
945592;4;70;566
795826;4;54;549
372642;3;53;816
827445;3;47;772
441696;3;80;659
354274;3;48;533
981974;2;65;620
236390;4;63;627
307057;4;81;674
217465;3;35;578
579982;3;45;394
898318;3;86;692
499920;3;79;697
666595;3;79;560
218628;2;70;549
338047;2;52;753
200131;3;80;658
692088;3;53;691
834659;4;67;511
287454;4;50;390
691559;3;46;548
789188;4;40;829
159916;3;58;498
912385;2;48;554
551733;3;56;383
703573;3;76;726
164507;4;67;653
764175;3;52;484
149611;3;52;544
630499;4;79;692
381592;3;47;545
275449;1;25;670
654838;4;50;433
519632;4;63;604
886026;3;79;572
577910;2;70;577
731164;4;68;504
822222;3;53;482
207526;4;81;604
356292;1;20;367
348106;3;50;530
566474;3;67;483
760434;3;54;535
822300;3;30;381
709038;2;45;878
696463;4;80;674
130982;3;68;470
334064;4;53;503
881482;3;45;575
873376;3;50;687
377090;4;67;687
112021;3;65;344
401585;2;47;619
352118;3;30;672
477843;2;53;636
877524;3;10;303
278060;3;68;611
236439;3;63;423
773248;4;81;684
586874;2;52;473
122308;3;77;767
831823;3;50;681
520667;3;50;462
570959;4;67;507
439644;4;65;659
275548;4;57;897
288244;3;80;638
929908;3;70;532
446359;3;62;449
891003;3;52;455
651143;3;50;467
739659;3;79;618
220106;3;83;635
780998;4;68;629
377799;2;30;727
309455;4;79;702
524771;2;53;544
958680;1;20;456
226722;4;68;490
365013;2;40;641
931025;3;48;504
384322;3;80;585
945191;3;50;521
207306;2;63;537
562129;3;60;824
397939;2;30;898
951643;3;65;641
314020;2;53;670
254920;2;57;573
935399;4;72;473
959511;4;72;595
946195;3;72;492
263178;2;35;630
237045;4;79;556
165272;2;50;715
498877;3;65;701
241570;3;52;556
616647;3;77;718
104994;4;50;602
682036;3;30;572
180461;4;63;438
447244;4;63;671
139776;4;80;752
803498;3;68;565
367098;3;80;735
245745;4;30;738
183850;4;54;533
648709;3;54;554
422648;2;52;571
885275;3;47;773
301590;3;50;651
511509;3;35;643
151098;3;57;647
375429;3;81;629
690072;2;25;810
353524;4;65;717
495544;4;48;585
116916;4;63;711
542301;4;67;621
440571;4;86;629
145840;4;48;594
696418;3;52;509
529603;3;68;696
485581;4;65;537
192583;3;68;644
466813;3;68;369
200442;2;25;434
748231;4;84;677
956192;4;54;530
901917;3;50;725
386632;3;50;678
921538;3;77;591
133740;4;53;762
694796;3;50;658
361697;3;65;537
393860;4;79;631
741229;2;47;419
900643;3;48;532
332885;2;63;768
898739;4;81;565
358288;3;53;683
174970;3;53;726
577993;4;48;489
421068;4;80;659
557101;4;67;498
597364;3;65;441
194557;4;63;532
416440;3;81;702
902821;4;70;629
473774;3;35;428
574844;2;70;650
228314;3;10;938
711740;3;63;569
541970;4;25;887
790561;4;65;596
167073;3;47;592
428173;4;60;565
372948;3;35;642
343713;4;65;522
154370;4;54;398
153836;3;50;713
579473;1;43;588
899436;2;53;602
845425;4;68;450
624289;3;65;544
187617;3;50;535
678723;2;35;599
980232;4;67;483
489085;3;63;743
259232;3;30;868
163880;2;70;640
128777;4;65;536
202003;3;50;591
571279;3;30;579
205895;4;20;478
701850;4;77;603
854568;4;68;537
495000;3;52;428
607316;3;53;715
199550;3;53;674
927281;3;53;584
720805;3;62;684
936522;3;40;591
839902;3;70;528
572107;1;53;521
150536;2;30;794
310425;3;50;608
783005;3;65;484
127840;4;54;382
508462;3;53;686
907061;4;62;576
375193;3;54;573
909243;3;53;552
328627;4;54;403
661876;4;83;502
802234;3;35;441
372358;3;68;711
129281;3;73;447
952227;3;81;652
763749;3;70;740
456282;3;83;614
960973;2;53;737
713812;2;47;736
559383;2;50;688
960014;4;54;562
701190;4;83;630
622562;4;68;503
328898;3;81;763
548959;4;56;495
276425;3;60;573
699530;4;81;867
376453;3;35;465
829309;4;67;550
109365;3;30;394
223955;3;63;565
209670;3;67;492
129057;3;81;656
508436;3;50;665
272973;3;57;694
227288;4;81;563
575326;3;43;638
319614;4;68;352
582784;3;50;589
544085;5;65;587
129271;3;83;722
316372;2;35;709
869899;4;84;714
637746;2;68;695
681717;3;70;742
899575;3;67;524
932049;4;30;480
881020;3;62;472
352472;3;68;596
137432;2;52;432
435713;2;65;675
828939;2;52;534
838382;3;50;534
308777;4;67;572
167601;2;50;571
435220;4;79;599
152010;4;50;565
846872;2;47;818
241738;4;63;571
802393;3;50;441
179075;3;70;521
370295;4;60;597
722205;3;79;600
951568;2;40;578
858771;3;80;648
923181;3;67;475
251117;2;40;656
891526;4;50;501
504788;3;43;600
629143;4;84;524
519661;3;65;567
895364;4;30;343
535428;3;47;815
414401;4;58;341
472319;3;84;682
970662;1;20;364
562943;4;30;695
522936;3;47;546
845061;3;76;803
131564;5;77;694
780448;2;70;453
836657;4;67;461
456484;2;50;695
105144;4;35;662
637832;2;53;650
598445;2;50;717
882685;2;65;574
592539;4;73;670
425096;3;48;468
844072;3;67;502
687196;3;52;465
999572;4;47;712
886083;4;83;648
165243;2;30;579
205037;2;53;405
321407;4;35;595
260647;4;65;612
647072;4;80;599
900804;4;63;488
266205;4;86;825
292642;4;73;498
121611;4;30;599
542604;3;60;612
803908;4;83;571
355405;4;80;583
251942;2;25;509
195415;3;40;701
799870;3;67;560
449764;3;54;599
595385;4;52;579
596402;4;84;714
444122;3;70;523
773324;3;80;624
141880;4;83;777
173399;3;52;519
551245;4;65;826
277740;3;60;724
286082;3;47;667
537901;4;44;429
226724;3;57;617
263878;3;65;537
412615;3;65;593
268498;3;54;550
504390;3;67;589
231474;3;65;741
467129;3;80;760
699727;3;52;439
434927;4;81;725
773342;3;68;527
459683;4;52;705
131658;3;54;526
903240;4;43;799
848033;3;40;846
969842;3;62;527
746740;3;65;690
661821;4;79;633
980432;2;45;379
568147;1;20;428
339833;4;56;533
943676;3;70;563
455831;4;68;588
653535;3;40;796
512292;3;53;842
945956;3;48;520
283621;3;75;537
152956;3;65;798
896821;4;40;648
516322;3;45;505
676453;4;43;472
821771;4;83;691
410575;4;67;553
886510;3;53;653
282994;3;52;423
620227;2;30;926
417008;3;77;708
509555;3;63;544
724722;4;48;545
299189;3;79;614
493178;4;25;776
718788;3;25;609
773027;4;79;732
889548;3;67;633
732008;3;47;539
370918;4;68;482
641794;4;43;697
161914;3;45;771
512533;4;60;876
671640;3;63;678
191791;4;79;666
526218;3;80;616
995652;2;53;655
730014;4;80;653
621592;4;68;799
378618;4;50;668
193507;4;52;411
304525;4;52;475
383112;2;35;791
724862;4;68;663
821795;3;68;553
617796;2;53;643
645714;2;57;499
132727;4;81;584
241715;2;30;865
812334;4;77;740
114920;3;30;450
323528;3;77;582
760750;3;81;686
527958;2;30;707
699374;4;79;637
444700;3;35;716
625212;3;35;553
622584;3;43;584
794406;4;65;568
425379;3;81;723
477716;3;52;486
236991;3;65;760
233093;3;67;443
860381;4;63;546
747594;4;56;426
792559;3;35;663
386435;3;81;620
211269;3;81;633
734404;2;35;483
403234;4;70;364
910631;3;10;376
101632;3;86;559
194274;3;57;545
329149;4;52;596
749121;3;70;690
192609;4;54;467
404534;4;50;618
473525;4;81;722
309648;4;43;581
654937;4;67;638
526642;3;58;398
690134;3;20;937
452309;4;67;664
274790;4;81;659
139985;3;52;459
480213;3;65;565
963123;4;40;713
261419;4;83;705
340025;4;65;485
249900;4;70;680
831183;3;75;608
704213;2;63;684
874696;4;57;674
753850;3;67;702
361436;3;84;752
564732;3;58;732
982895;2;68;814
684137;3;58;497
911466;3;68;524
658861;3;80;779
467592;3;30;896
476447;4;80;556
919928;3;30;778
483308;3;83;696
404645;4;52;621
370515;2;70;581
137231;3;60;627
323227;4;89;580
480487;3;53;703
317716;2;50;649
360566;2;47;525
676261;3;79;649
336659;3;63;646
332397;3;25;473
983211;3;60;663
823063;2;63;674
581555;3;65;783
152781;4;80;765
805327;4;70;754
507219;4;72;483
998634;3;53;705
192955;4;47;711
451993;3;50;556
142367;2;63;647
288988;3;68;835
724449;2;57;598
322145;2;53;689
520578;4;40;676
550768;3;65;723
875142;3;40;606
653886;3;83;444
257220;3;52;590
633334;2;68;594
219400;4;67;570
985193;3;80;528
653716;3;54;471
495023;4;67;691
369190;3;48;383
461623;4;53;675
384133;4;86;757
271937;3;55;723
753725;2;10;307
411475;3;68;646
285504;3;63;507
630834;3;79;682
345682;3;77;615
578600;3;50;521
201110;2;68;772
895464;4;63;533
477299;4;84;598
938400;2;35;694
826714;4;80;859
604338;3;35;860
591058;4;65;563
525597;4;83;799
389914;2;46;498
627648;3;45;781
268895;3;83;709
826188;3;58;692
862223;2;47;601
809598;3;40;640
142614;4;48;378
995737;4;79;618
281191;4;81;681
739019;4;47;722
536079;3;75;702
846049;3;10;363
540399;4;56;488
133397;4;45;703
326176;4;48;429
484890;3;56;391
708740;2;65;571
142479;3;70;571
530657;4;50;440
558011;4;52;628
399312;3;65;730
626909;4;65;506
155872;2;65;559
379515;2;46;590
720349;4;63;481
759680;4;67;512
612290;2;53;699
784876;3;60;707
681014;4;84;727
418862;4;65;391
222680;3;63;517
591685;4;68;459
335896;3;53;530
461528;5;76;700
945755;2;68;785
943249;4;70;568
419196;4;74;706
162433;3;83;699
969989;3;30;616
370080;3;30;671
480106;3;63;545
199298;3;63;619
196356;3;47;659
762304;4;79;696
882185;2;50;690
882146;2;50;659
422774;2;35;464
605960;3;68;648
345559;4;54;481
447745;3;68;522
101965;3;40;677
353596;3;83;638
387044;3;70;655
574102;4;67;507
588226;2;50;648
744293;3;53;741
983275;4;48;476
132411;2;40;693
279895;3;70;493
204316;2;53;565
752304;2;53;662
630514;3;30;730
656099;3;43;734
473680;3;70;639
244033;3;67;632
116788;2;58;643
367919;4;73;609
714744;4;30;931
448261;4;62;587
423651;3;79;791
803746;4;62;536
840155;3;62;519
965563;3;81;788
869711;4;65;618
956971;2;70;577
694189;3;68;537
637231;2;60;620
943967;4;84;797
505091;3;35;369
739108;2;50;516
477012;4;68;643
544661;2;20;701
870804;3;68;733
318593;2;47;791
423487;3;83;628
753997;3;35;464
666570;3;79;741
211339;4;60;605
989751;4;63;722
668983;4;84;590
470581;4;50;660
726400;2;68;660
899273;3;68;567
499698;4;81;511
983808;3;50;775
981705;1;53;399
501252;3;54;633
777344;3;63;536
977337;4;84;560
970492;2;57;931
555454;3;70;616
587301;3;43;690
407949;2;30;415
405528;3;65;578
523177;4;67;778
798334;4;63;903
706760;3;54;472
624169;4;65;561
118651;3;60;705
821325;3;54;527
683821;4;65;431
572337;3;60;466
184504;4;68;577
465344;3;68;564
874908;4;80;708
645291;3;86;630
541644;3;40;761
208199;3;52;501
770782;5;80;543
155900;3;53;506
272481;3;40;546
103687;4;86;799
765050;4;84;510
738400;3;30;801
812658;3;30;633
359295;3;10;703
657653;3;70;661
737108;5;63;697
698453;3;52;620
874565;4;80;477
704536;4;77;778
991665;5;52;368
182007;4;54;511
869091;3;25;673
281764;4;68;419
148097;4;79;786
609823;4;67;566
663330;4;81;708
989446;4;81;435
236132;2;48;576
945049;2;30;401
839024;4;65;517
783724;3;62;555
398154;4;65;564
280603;3;70;481
382935;3;80;603
549891;4;53;532
884275;3;52;526
728708;2;57;521
969549;4;52;543
373975;3;81;529
884728;4;40;822
507305;4;79;626
375676;2;35;542
237388;3;50;781
700441;4;79;706
741869;4;77;653
866494;3;67;547
993700;4;67;520
546715;3;54;358
412709;4;68;520
374672;3;58;556
476023;4;50;726
820432;3;30;649
526426;2;60;873
380042;3;55;647
317191;3;80;537
639069;4;52;560
264221;3;63;551
419268;4;57;456
281885;3;35;649
347232;3;68;406
814458;2;63;735
954440;3;81;807
959209;2;81;576
964177;2;63;683
175686;3;50;587
392364;3;54;578
599919;3;50;465
154723;3;48;529
837967;3;77;624
124748;3;68;580
271744;3;52;606
224193;3;72;592
504535;4;81;648
341568;4;72;463
604189;4;76;756
764884;4;81;614
844777;3;67;579
209886;4;56;675
692149;4;67;558
298523;4;45;485
536404;4;35;760
107739;3;84;819
966771;3;53;669
319105;4;35;741
273862;3;63;531
787151;4;50;503
433479;3;50;594
586979;4;84;616
856460;4;81;472
802367;3;50;515
748095;4;68;621
834519;3;56;438
324266;3;35;735
310741;1;20;758
891026;3;77;771
430266;3;30;762
383669;2;47;658
658017;3;30;634
105006;4;63;563
431922;3;50;724
986580;4;47;667
735116;4;50;429
855280;4;84;715
843119;4;81;809
902042;2;53;948
522873;2;30;705
654400;2;68;715
513030;4;54;589
555822;4;48;569
686591;2;47;480
566518;4;80;743
871404;3;50;717
304085;3;65;534
739531;2;35;628
441184;2;40;558
113500;4;72;499
479340;2;25;585
566298;3;44;547
850261;4;68;688
516963;3;65;618
733925;4;54;525
691993;3;50;754
109012;2;47;428
780274;4;67;610
497090;4;70;596
267353;5;79;681
997458;1;47;772
165380;3;65;646
257918;3;65;473
655174;4;84;669
435653;1;50;632
187012;2;68;604
240768;4;68;551
825145;2;56;427
737219;2;65;631
302423;3;47;688
369867;2;57;623
613735;3;68;619
115861;3;43;665
143589;3;50;525
780413;4;43;442
954302;3;40;592
641990;1;40;552
663483;3;73;564
374151;4;80;578
308528;3;70;477
401300;2;53;737
484808;3;65;501
230149;4;81;664
656247;4;70;754
369208;3;70;662
288422;4;80;528
765100;3;65;595
218322;4;79;844
824973;4;79;546
421066;2;35;554
286417;4;50;541
944420;3;63;563
522912;4;50;459
687513;2;47;555
690467;3;54;484
889546;3;52;507
665914;3;25;833
836442;4;86;496
863434;4;30;627
679239;4;84;600
762534;3;67;574
951737;3;50;607
418284;4;67;551
883902;2;68;624
176063;2;47;716
788458;3;25;521
744306;4;54;452
922781;4;10;288
445181;3;81;716
972919;4;50;508
837207;3;75;500
899023;2;30;470
305913;3;63;637
536025;3;67;662
926384;3;65;560
885455;4;35;625
173845;2;48;626
541621;3;56;680
150318;4;67;606
628145;3;30;518
108356;4;77;677
581140;2;58;501
705407;3;52;676
533958;3;50;558
904996;4;62;630
623165;3;70;825
334036;4;63;769
154523;4;79;594
432633;3;81;629
157265;1;50;691
582662;4;65;485
407139;4;30;478
210208;4;79;685
452021;3;74;774
114193;3;60;480
230971;3;30;880
844699;3;30;715
932975;4;58;547
192470;2;50;908
202633;2;50;467
547645;4;77;534
527141;3;43;492
420988;3;83;852
739534;3;53;862
419351;2;68;559
750971;3;52;471
142197;2;20;727
862477;3;67;507
235970;4;80;631
165288;3;50;784
195770;2;47;644
639854;2;57;861
133954;4;77;799
804066;3;52;549
844223;2;60;466
183455;2;60;580
946810;3;50;625
704233;2;57;603
304505;3;54;448
291225;1;30;301
264688;1;68;709
995921;4;83;663
353974;4;80;563
865823;3;35;566
843387;4;48;603
909643;3;47;795
526441;3;50;592
480081;3;83;897
474456;4;77;508
870282;4;77;704
902213;2;43;724
472302;2;60;420
212124;4;52;708
673220;3;35;380
862207;3;65;409
895964;1;30;674
953406;3;65;617
413027;3;83;717
812799;3;81;750
350634;3;52;522
184004;3;58;603
463654;3;69;664
669890;3;47;701
851334;3;54;461
234355;4;72;618
692321;4;68;613
974424;3;68;483
507671;3;50;435
608216;2;35;922
270804;3;84;527
302076;3;80;744
984743;3;81;662
343650;4;67;606
960861;4;81;611
957786;3;60;605
333377;3;65;666
166175;3;84;586
990321;3;63;584
597236;4;50;458
131175;4;68;669
979910;3;68;543
838154;4;30;505
468796;3;50;495
671302;3;67;641
325300;4;84;705
567382;3;47;688
733140;3;65;533
481540;3;63;609
948715;3;65;458
890112;2;60;552
445354;4;63;690
437801;4;89;591
476489;3;68;698
574034;2;63;698
571913;4;55;427
692178;4;65;712
508475;4;63;711
655640;3;30;657
361601;3;35;489
790168;4;53;416
608741;4;65;554
808352;3;35;647
328810;3;43;612
830970;2;25;768
216835;4;33;622
645183;2;56;432
849345;3;70;472
784897;3;56;429
583999;3;86;564
212212;3;50;526
217729;3;47;664
585707;4;54;540
215738;4;58;478
658070;3;68;833
798516;4;72;544
664498;5;81;721
672593;3;68;522
984217;4;52;547
175757;4;50;501
977724;4;65;533
829854;2;47;590
452237;3;56;367
571629;4;52;556
333690;3;83;762
611027;2;68;787
884410;4;87;621
281608;4;50;648
456009;4;54;515
717926;3;68;605
975241;2;30;532
154814;4;52;599
524407;2;25;629
442185;3;83;829
820475;3;53;529
701058;4;54;487
566619;3;68;655
167919;2;70;495
728424;1;57;800
600293;3;67;362
436347;2;63;701
487998;3;54;688
401223;3;68;588
354103;3;63;597
366283;2;40;647
926187;4;56;556
598524;3;68;548
626962;4;80;549
823876;3;84;780
184768;4;60;659
362219;3;48;536
755733;1;47;762
108686;2;70;578
876596;4;70;534
176387;3;54;669
843245;2;63;721
362772;2;40;720
386517;3;68;504
485728;2;35;550
219955;3;50;931
983437;3;53;681
207343;4;68;697
546098;2;63;745
894099;4;63;580
365233;3;30;754
117397;3;65;584
572433;4;83;741
263233;3;40;892
239758;3;47;744
393734;3;46;468
127072;3;60;651
928059;2;68;556
356506;3;68;554
905493;3;65;684
492744;4;63;449
561020;1;30;757
171882;4;52;420
348828;4;80;666
620027;1;43;696
869949;4;48;445
314469;3;60;655
107909;2;40;304
908810;3;70;511
758074;3;67;604
183390;4;30;299
193703;3;65;646
249549;3;30;493
912229;4;60;577
203484;4;60;847
259100;3;47;702
514072;4;83;465
319631;4;60;450
392081;4;70;608
924750;2;73;539
158948;3;50;839
505603;2;50;662
323878;4;65;540
796831;3;52;599
186520;2;57;497
817916;4;81;770
433154;4;84;563
281036;4;65;543
279274;3;10;645
645375;3;50;410
868234;2;53;361
719220;2;57;685
182919;3;68;712
886209;1;45;823
633792;3;68;503
770868;3;50;569
772357;3;54;452
816229;3;68;649
273041;3;50;565
372459;4;80;744
694030;4;67;502
181512;3;35;583
442417;3;47;813
856280;4;67;424
317621;3;35;685
705256;2;65;470
966609;4;45;381
639638;3;75;744
630455;4;70;661
866530;3;47;444
464698;4;83;569
404643;4;67;680
219114;3;52;616
398301;4;63;389
569978;4;63;516
193073;3;54;641
480149;4;20;481
131061;4;73;716
388288;3;53;780
807855;3;68;707
281714;4;86;793
235320;4;63;798
479907;4;68;661
877134;3;46;485
228733;2;53;473
148941;4;50;498
566009;3;65;636
866800;3;57;658
698938;4;60;375
130053;3;47;645
233361;3;53;595
769888;3;53;524
869890;4;67;519
272837;3;70;479
679436;3;55;586
398606;3;68;532
836957;2;50;464
519001;2;60;667
893069;3;43;539
854022;3;43;787
693334;4;45;658
788853;3;10;823
273336;3;40;541
766181;3;63;664
823519;4;54;424
941436;1;30;519
472686;4;43;735
478407;4;52;573
188528;4;47;593
669476;3;65;694
693666;4;54;553
539019;2;50;617
496268;4;65;569
276413;3;83;666
818414;3;72;437
983069;3;50;447
533010;3;35;721
604360;3;65;595
869955;3;57;572
503833;4;68;569
794066;4;63;487
284557;4;67;572
669624;1;53;647
660014;3;47;581
508455;2;50;606
996023;4;65;709
943053;3;40;776
373717;4;50;456
994351;4;25;468
984870;3;53;528
424242;4;70;703
689374;4;67;555
434831;4;74;727
410105;4;68;588
834523;3;68;727
509803;3;53;553
902806;4;40;880
808510;2;35;515
904168;3;79;665
581605;4;80;717
770293;3;47;539
372062;3;63;485
502155;3;65;834
388258;4;79;543
203617;3;73;660
736134;3;43;760
174734;3;79;613
858585;3;55;803
374959;4;25;408
265585;3;53;664
566898;2;57;701
726345;3;53;638
834636;4;80;756
728335;3;76;710
656784;4;79;675
715651;3;54;461
602713;3;65;721
169744;4;63;430
376144;4;52;521
921728;3;73;895
927455;4;54;533
